TELEMETRY_ID,TIMESTAMP,NODE_ID,SCENARIO_NAME,VOLTAGE_KV,LOAD_MW,FREQUENCY_HZ,TEMPERATURE_F,STATUS,ALERT_CODE
TEL_001836,2021-02-14 10:00:00,SUB_EAS_36,BASE_CASE,69.86,108.82,59.982,69.0,ACTIVE,
TEL_001837,2021-02-14 10:00:00,SUB_EAS_37,BASE_CASE,226.06,174.9,60.082,78.2,ACTIVE,
TEL_001838,2021-02-14 10:00:00,SUB_EAS_38,BASE_CASE,137.98,224.56,59.995,74.3,ACTIVE,
TEL_001839,2021-02-14 10:00:00,SUB_WES_39,BASE_CASE,502.37,139.65,59.913,63.4,ACTIVE,
TEL_001840,2021-02-14 10:00:00,SUB_WES_40,BASE_CASE,137.32,143.41,60.056,62.0,ACTIVE,
TEL_001841,2021-02-14 10:00:00,SUB_WES_41,BASE_CASE,67.95,117.84,59.966,75.0,ACTIVE,
TEL_001842,2021-02-14 10:00:00,SUB_WES_42,BASE_CASE,351.08,114.96,60.041,66.3,ACTIVE,
TEL_001843,2021-02-14 10:00:00,SUB_WES_43,BASE_CASE,350.13,73.26,60.015,61.9,ACTIVE,
TEL_001844,2021-02-14 10:00:00,SUB_WES_44,BASE_CASE,508.64,263.3,59.911,70.0,ACTIVE,
TEL_001845,2021-02-14 10:00:00,SUB_WES_45,BASE_CASE,492.22,223.08,59.953,82.9,ACTIVE,
TEL_001846,2021-02-14 10:15:00,SUB_PER_01,BASE_CASE,68.55,54.74,60.053,68.4,ACTIVE,
TEL_001847,2021-02-14 10:15:00,SUB_PER_02,BASE_CASE,69.13,88.79,60.033,83.1,ACTIVE,
TEL_001848,2021-02-14 10:15:00,SUB_PER_03,BASE_CASE,494.71,246.54,60.081,83.7,ACTIVE,
TEL_001849,2021-02-14 10:15:00,SUB_PER_04,BASE_CASE,139.47,204.79,60.09,84.5,ACTIVE,
TEL_001850,2021-02-14 10:15:00,SUB_PER_05,BASE_CASE,231.03,182.8,60.089,73.8,ACTIVE,
TEL_001851,2021-02-14 10:15:00,SUB_PER_06,BASE_CASE,225.78,106.7,60.03,72.7,ACTIVE,
TEL_001852,2021-02-14 10:15:00,SUB_PERMIAN_07,BASE_CASE,342.29,168.93,59.904,84.3,ACTIVE,
TEL_001853,2021-02-14 10:15:00,SUB_PER_08,BASE_CASE,232.52,67.81,60.072,73.4,ACTIVE,
TEL_001854,2021-02-14 10:15:00,SUB_GUL_09,BASE_CASE,69.66,222.8,60.053,61.3,ACTIVE,
TEL_001855,2021-02-14 10:15:00,SUB_GUL_10,BASE_CASE,229.35,220.58,59.988,63.4,ACTIVE,
TEL_001856,2021-02-14 10:15:00,SUB_GUL_11,BASE_CASE,70.33,267.03,59.987,64.8,ACTIVE,
TEL_001857,2021-02-14 10:15:00,SUB_GUL_12,BASE_CASE,341.3,65.62,60.049,65.7,ACTIVE,
TEL_001858,2021-02-14 10:15:00,SUB_GUL_13,BASE_CASE,232.7,275.79,59.903,84.8,ACTIVE,
TEL_001859,2021-02-14 10:15:00,SUB_GUL_14,BASE_CASE,349.31,210.48,59.936,63.2,ACTIVE,
TEL_001860,2021-02-14 10:15:00,SUB_PAN_15,BASE_CASE,137.17,62.82,59.958,66.1,ACTIVE,
TEL_001861,2021-02-14 10:15:00,SUB_PAN_16,BASE_CASE,229.8,186.31,59.95,61.9,ACTIVE,
TEL_001862,2021-02-14 10:15:00,SUB_PAN_17,BASE_CASE,344.93,194.66,60.083,68.9,ACTIVE,
TEL_001863,2021-02-14 10:15:00,SUB_PAN_18,BASE_CASE,347.94,114.35,59.959,79.5,ACTIVE,
TEL_001864,2021-02-14 10:15:00,SUB_PAN_19,BASE_CASE,345.37,203.49,60.001,77.4,ACTIVE,
TEL_001865,2021-02-14 10:15:00,SUB_PAN_20,BASE_CASE,233.68,66.11,59.956,75.5,ACTIVE,
TEL_001866,2021-02-14 10:15:00,SUB_NOR_21,BASE_CASE,226.66,110.49,60.048,65.8,ACTIVE,
TEL_001867,2021-02-14 10:15:00,SUB_NOR_22,BASE_CASE,68.65,109.19,60.096,63.5,ACTIVE,
TEL_001868,2021-02-14 10:15:00,SUB_NOR_23,BASE_CASE,503.0,222.51,60.0,62.9,ACTIVE,
TEL_001869,2021-02-14 10:15:00,SUB_NOR_24,BASE_CASE,136.77,57.09,59.917,80.7,ACTIVE,
TEL_001870,2021-02-14 10:15:00,SUB_NOR_25,BASE_CASE,502.19,119.66,59.977,81.6,ACTIVE,
TEL_001871,2021-02-14 10:15:00,SUB_NOR_26,BASE_CASE,227.29,57.25,59.91,70.8,ACTIVE,
TEL_001872,2021-02-14 10:15:00,SUB_SOU_27,BASE_CASE,345.57,122.44,60.022,60.6,ACTIVE,
TEL_001873,2021-02-14 10:15:00,SUB_SOU_28,BASE_CASE,350.83,295.56,60.018,80.3,ACTIVE,
TEL_001874,2021-02-14 10:15:00,SUB_SOU_29,BASE_CASE,496.82,255.07,59.986,70.9,ACTIVE,
TEL_001875,2021-02-14 10:15:00,SUB_SOU_30,BASE_CASE,232.17,211.73,59.978,62.7,ACTIVE,
TEL_001876,2021-02-14 10:15:00,SUB_SOU_31,BASE_CASE,231.64,246.84,59.993,83.4,ACTIVE,
TEL_001877,2021-02-14 10:15:00,SUB_SOU_32,BASE_CASE,69.19,193.88,59.976,64.1,ACTIVE,
TEL_001878,2021-02-14 10:15:00,SUB_EAS_33,BASE_CASE,233.91,219.0,60.06,60.4,ACTIVE,
TEL_001879,2021-02-14 10:15:00,SUB_EAS_34,BASE_CASE,491.71,273.35,59.968,73.6,ACTIVE,
TEL_001880,2021-02-14 10:15:00,SUB_EAS_35,BASE_CASE,69.32,144.54,60.056,76.5,ACTIVE,
TEL_001881,2021-02-14 10:15:00,SUB_EAS_36,BASE_CASE,69.3,233.59,59.964,74.2,ACTIVE,
TEL_001882,2021-02-14 10:15:00,SUB_EAS_37,BASE_CASE,227.04,115.26,59.993,71.0,ACTIVE,
TEL_001883,2021-02-14 10:15:00,SUB_EAS_38,BASE_CASE,137.89,311.54,59.912,65.4,ACTIVE,
TEL_001884,2021-02-14 10:15:00,SUB_WES_39,BASE_CASE,495.53,290.99,59.913,67.9,ACTIVE,
TEL_001885,2021-02-14 10:15:00,SUB_WES_40,BASE_CASE,139.47,90.7,59.925,81.7,ACTIVE,
TEL_001886,2021-02-14 10:15:00,SUB_WES_41,BASE_CASE,68.03,212.48,59.923,61.2,ACTIVE,
TEL_001887,2021-02-14 10:15:00,SUB_WES_42,BASE_CASE,347.55,63.93,59.908,74.5,ACTIVE,
TEL_001888,2021-02-14 10:15:00,SUB_WES_43,BASE_CASE,338.94,239.18,59.951,66.5,ACTIVE,
TEL_001889,2021-02-14 10:15:00,SUB_WES_44,BASE_CASE,507.15,213.16,60.02,78.0,ACTIVE,
TEL_001890,2021-02-14 10:15:00,SUB_WES_45,BASE_CASE,491.55,135.89,59.947,72.8,ACTIVE,
TEL_001891,2021-02-14 10:30:00,SUB_PER_01,BASE_CASE,68.64,139.93,60.028,70.4,ACTIVE,
TEL_001892,2021-02-14 10:30:00,SUB_PER_02,BASE_CASE,68.01,259.63,59.967,79.7,ACTIVE,
TEL_001893,2021-02-14 10:30:00,SUB_PER_03,BASE_CASE,503.04,151.14,60.024,84.3,ACTIVE,
TEL_001894,2021-02-14 10:30:00,SUB_PER_04,BASE_CASE,135.49,97.83,59.905,82.8,ACTIVE,
TEL_001895,2021-02-14 10:30:00,SUB_PER_05,BASE_CASE,232.83,202.7,60.002,79.5,ACTIVE,
TEL_001896,2021-02-14 10:30:00,SUB_PER_06,BASE_CASE,228.57,184.23,59.907,80.8,ACTIVE,
TEL_001897,2021-02-14 10:30:00,SUB_PERMIAN_07,BASE_CASE,343.36,254.62,59.915,62.0,ACTIVE,
TEL_001898,2021-02-14 10:30:00,SUB_PER_08,BASE_CASE,227.47,284.08,60.01,74.4,ACTIVE,
TEL_001899,2021-02-14 10:30:00,SUB_GUL_09,BASE_CASE,69.64,165.26,59.91,73.2,ACTIVE,
TEL_001900,2021-02-14 10:30:00,SUB_GUL_10,BASE_CASE,230.22,166.1,60.067,66.7,ACTIVE,
TEL_001901,2021-02-14 10:30:00,SUB_GUL_11,BASE_CASE,68.29,116.93,59.972,79.2,ACTIVE,
TEL_001902,2021-02-14 10:30:00,SUB_GUL_12,BASE_CASE,348.42,151.34,60.047,66.0,ACTIVE,
TEL_001903,2021-02-14 10:30:00,SUB_GUL_13,BASE_CASE,228.73,262.06,60.083,72.6,ACTIVE,
TEL_001904,2021-02-14 10:30:00,SUB_GUL_14,BASE_CASE,346.45,211.16,60.014,70.5,ACTIVE,
TEL_001905,2021-02-14 10:30:00,SUB_PAN_15,BASE_CASE,135.93,258.63,59.982,79.4,ACTIVE,
TEL_001906,2021-02-14 10:30:00,SUB_PAN_16,BASE_CASE,226.67,186.78,59.963,67.2,ACTIVE,
TEL_001907,2021-02-14 10:30:00,SUB_PAN_17,BASE_CASE,343.91,77.18,60.027,74.4,ACTIVE,
TEL_001908,2021-02-14 10:30:00,SUB_PAN_18,BASE_CASE,350.52,261.47,59.924,60.4,ACTIVE,
TEL_001909,2021-02-14 10:30:00,SUB_PAN_19,BASE_CASE,345.75,125.81,59.925,78.6,ACTIVE,
TEL_001910,2021-02-14 10:30:00,SUB_PAN_20,BASE_CASE,229.37,60.74,59.926,84.7,ACTIVE,
TEL_001911,2021-02-14 10:30:00,SUB_NOR_21,BASE_CASE,233.85,288.28,59.98,68.9,ACTIVE,
TEL_001912,2021-02-14 10:30:00,SUB_NOR_22,BASE_CASE,69.59,174.82,60.08,82.4,ACTIVE,
TEL_001913,2021-02-14 10:30:00,SUB_NOR_23,BASE_CASE,502.33,217.42,60.048,61.1,ACTIVE,
TEL_001914,2021-02-14 10:30:00,SUB_NOR_24,BASE_CASE,137.72,136.21,60.067,71.2,ACTIVE,
TEL_001915,2021-02-14 10:30:00,SUB_NOR_25,BASE_CASE,499.54,113.38,60.053,64.6,ACTIVE,
TEL_001916,2021-02-14 10:30:00,SUB_NOR_26,BASE_CASE,234.02,255.85,60.019,82.4,ACTIVE,
TEL_001917,2021-02-14 10:30:00,SUB_SOU_27,BASE_CASE,347.06,139.03,60.002,71.0,ACTIVE,
TEL_001918,2021-02-14 10:30:00,SUB_SOU_28,BASE_CASE,351.14,181.14,59.968,67.4,ACTIVE,
TEL_001919,2021-02-14 10:30:00,SUB_SOU_29,BASE_CASE,507.95,194.08,59.985,81.1,ACTIVE,
TEL_001920,2021-02-14 10:30:00,SUB_SOU_30,BASE_CASE,228.33,122.29,60.063,63.6,ACTIVE,
TEL_001921,2021-02-14 10:30:00,SUB_SOU_31,BASE_CASE,234.5,220.14,60.015,73.0,ACTIVE,
TEL_001922,2021-02-14 10:30:00,SUB_SOU_32,BASE_CASE,67.89,195.09,59.955,63.0,ACTIVE,
TEL_001923,2021-02-14 10:30:00,SUB_EAS_33,BASE_CASE,233.55,152.97,60.098,82.9,ACTIVE,
TEL_001924,2021-02-14 10:30:00,SUB_EAS_34,BASE_CASE,508.49,246.3,59.941,63.5,ACTIVE,
TEL_001925,2021-02-14 10:30:00,SUB_EAS_35,BASE_CASE,69.7,235.15,60.092,82.6,ACTIVE,
TEL_001926,2021-02-14 10:30:00,SUB_EAS_36,BASE_CASE,69.83,166.71,59.905,80.8,ACTIVE,
TEL_001927,2021-02-14 10:30:00,SUB_EAS_37,BASE_CASE,234.06,102.22,60.004,78.3,ACTIVE,
TEL_001928,2021-02-14 10:30:00,SUB_EAS_38,BASE_CASE,136.87,237.63,60.069,77.7,ACTIVE,
TEL_001929,2021-02-14 10:30:00,SUB_WES_39,BASE_CASE,498.65,153.47,60.099,81.6,ACTIVE,
TEL_001930,2021-02-14 10:30:00,SUB_WES_40,BASE_CASE,135.88,226.09,60.059,62.0,ACTIVE,
TEL_001931,2021-02-14 10:30:00,SUB_WES_41,BASE_CASE,68.52,232.17,60.026,66.9,ACTIVE,
TEL_001932,2021-02-14 10:30:00,SUB_WES_42,BASE_CASE,348.82,185.58,60.085,67.9,ACTIVE,
TEL_001933,2021-02-14 10:30:00,SUB_WES_43,BASE_CASE,350.97,167.66,60.068,67.9,ACTIVE,
TEL_001934,2021-02-14 10:30:00,SUB_WES_44,BASE_CASE,507.55,195.29,59.902,75.9,ACTIVE,
TEL_001935,2021-02-14 10:30:00,SUB_WES_45,BASE_CASE,497.52,91.68,59.953,76.8,ACTIVE,
TEL_001936,2021-02-14 10:45:00,SUB_PER_01,BASE_CASE,69.87,91.96,59.94,67.1,ACTIVE,
TEL_001937,2021-02-14 10:45:00,SUB_PER_02,BASE_CASE,70.24,288.18,59.901,78.7,ACTIVE,
TEL_001938,2021-02-14 10:45:00,SUB_PER_03,BASE_CASE,501.15,62.92,59.984,64.5,ACTIVE,
TEL_001939,2021-02-14 10:45:00,SUB_PER_04,BASE_CASE,137.34,117.71,59.997,75.9,ACTIVE,
TEL_001940,2021-02-14 10:45:00,SUB_PER_05,BASE_CASE,227.06,205.67,59.958,65.8,ACTIVE,
TEL_001941,2021-02-14 10:45:00,SUB_PER_06,BASE_CASE,232.73,167.57,59.996,68.9,ACTIVE,
TEL_001942,2021-02-14 10:45:00,SUB_PERMIAN_07,BASE_CASE,339.65,79.78,59.957,78.9,ACTIVE,
TEL_001943,2021-02-14 10:45:00,SUB_PER_08,BASE_CASE,228.39,301.84,59.993,62.9,ACTIVE,
TEL_001944,2021-02-14 10:45:00,SUB_GUL_09,BASE_CASE,67.93,134.84,60.055,77.6,ACTIVE,
TEL_001945,2021-02-14 10:45:00,SUB_GUL_10,BASE_CASE,232.8,170.56,59.947,70.3,ACTIVE,
TEL_001946,2021-02-14 10:45:00,SUB_GUL_11,BASE_CASE,69.02,132.3,59.912,79.6,ACTIVE,
TEL_001947,2021-02-14 10:45:00,SUB_GUL_12,BASE_CASE,341.71,234.09,59.988,69.8,ACTIVE,
TEL_001948,2021-02-14 10:45:00,SUB_GUL_13,BASE_CASE,233.79,142.73,59.968,78.2,ACTIVE,
TEL_001949,2021-02-14 10:45:00,SUB_GUL_14,BASE_CASE,342.36,250.04,59.933,74.3,ACTIVE,
TEL_001950,2021-02-14 10:45:00,SUB_PAN_15,BASE_CASE,138.69,110.65,59.966,75.3,ACTIVE,
TEL_001951,2021-02-14 10:45:00,SUB_PAN_16,BASE_CASE,225.58,210.18,59.918,80.1,ACTIVE,
TEL_001952,2021-02-14 10:45:00,SUB_PAN_17,BASE_CASE,350.69,238.25,60.031,73.8,ACTIVE,
TEL_001953,2021-02-14 10:45:00,SUB_PAN_18,BASE_CASE,343.1,168.83,60.007,63.9,ACTIVE,
TEL_001954,2021-02-14 10:45:00,SUB_PAN_19,BASE_CASE,341.26,280.89,59.966,82.8,ACTIVE,
TEL_001955,2021-02-14 10:45:00,SUB_PAN_20,BASE_CASE,232.15,113.05,59.904,60.9,ACTIVE,
TEL_001956,2021-02-14 10:45:00,SUB_NOR_21,BASE_CASE,226.34,279.27,59.931,72.1,ACTIVE,
TEL_001957,2021-02-14 10:45:00,SUB_NOR_22,BASE_CASE,68.25,132.2,59.954,66.2,ACTIVE,
TEL_001958,2021-02-14 10:45:00,SUB_NOR_23,BASE_CASE,505.68,83.42,60.048,63.3,ACTIVE,
TEL_001959,2021-02-14 10:45:00,SUB_NOR_24,BASE_CASE,135.71,107.49,60.052,78.1,ACTIVE,
TEL_001960,2021-02-14 10:45:00,SUB_NOR_25,BASE_CASE,490.29,164.01,59.93,75.1,ACTIVE,
TEL_001961,2021-02-14 10:45:00,SUB_NOR_26,BASE_CASE,232.69,219.66,59.962,75.1,ACTIVE,
TEL_001962,2021-02-14 10:45:00,SUB_SOU_27,BASE_CASE,345.17,118.45,59.941,66.9,ACTIVE,
TEL_001963,2021-02-14 10:45:00,SUB_SOU_28,BASE_CASE,347.15,115.4,59.919,67.3,ACTIVE,
TEL_001964,2021-02-14 10:45:00,SUB_SOU_29,BASE_CASE,501.22,290.75,60.007,82.7,ACTIVE,
TEL_001965,2021-02-14 10:45:00,SUB_SOU_30,BASE_CASE,225.56,111.09,59.975,69.8,ACTIVE,
TEL_001966,2021-02-14 10:45:00,SUB_SOU_31,BASE_CASE,226.4,176.34,59.979,84.4,ACTIVE,
TEL_001967,2021-02-14 10:45:00,SUB_SOU_32,BASE_CASE,68.64,109.39,59.966,76.1,ACTIVE,
TEL_001968,2021-02-14 10:45:00,SUB_EAS_33,BASE_CASE,234.38,231.99,60.073,64.2,ACTIVE,
TEL_001969,2021-02-14 10:45:00,SUB_EAS_34,BASE_CASE,495.0,160.08,59.995,75.4,ACTIVE,
TEL_001970,2021-02-14 10:45:00,SUB_EAS_35,BASE_CASE,69.18,218.41,59.95,79.2,ACTIVE,
TEL_001971,2021-02-14 10:45:00,SUB_EAS_36,BASE_CASE,68.55,118.93,60.013,68.0,ACTIVE,
TEL_001972,2021-02-14 10:45:00,SUB_EAS_37,BASE_CASE,225.45,157.41,60.059,78.9,ACTIVE,
TEL_001973,2021-02-14 10:45:00,SUB_EAS_38,BASE_CASE,136.97,192.06,60.042,68.0,ACTIVE,
TEL_001974,2021-02-14 10:45:00,SUB_WES_39,BASE_CASE,507.17,196.21,59.921,62.0,ACTIVE,
TEL_001975,2021-02-14 10:45:00,SUB_WES_40,BASE_CASE,137.31,236.36,60.05,64.1,ACTIVE,
TEL_001976,2021-02-14 10:45:00,SUB_WES_41,BASE_CASE,68.83,100.19,59.985,61.0,ACTIVE,
TEL_001977,2021-02-14 10:45:00,SUB_WES_42,BASE_CASE,349.18,92.44,60.009,78.7,ACTIVE,
TEL_001978,2021-02-14 10:45:00,SUB_WES_43,BASE_CASE,342.2,147.92,60.084,67.4,ACTIVE,
TEL_001979,2021-02-14 10:45:00,SUB_WES_44,BASE_CASE,500.45,224.22,60.03,69.3,ACTIVE,
TEL_001980,2021-02-14 10:45:00,SUB_WES_45,BASE_CASE,500.47,80.33,60.043,75.3,ACTIVE,
TEL_001981,2021-02-14 11:00:00,SUB_PER_01,BASE_CASE,68.31,178.51,60.085,83.4,ACTIVE,
TEL_001982,2021-02-14 11:00:00,SUB_PER_02,BASE_CASE,69.97,213.26,60.066,73.1,ACTIVE,
TEL_001983,2021-02-14 11:00:00,SUB_PER_03,BASE_CASE,498.33,48.79,60.095,61.7,ACTIVE,
TEL_001984,2021-02-14 11:00:00,SUB_PER_04,BASE_CASE,136.28,132.93,59.966,73.4,ACTIVE,
TEL_001985,2021-02-14 11:00:00,SUB_PER_05,BASE_CASE,229.71,60.79,60.012,68.8,ACTIVE,
TEL_001986,2021-02-14 11:00:00,SUB_PER_06,BASE_CASE,231.19,115.62,60.064,66.9,ACTIVE,
TEL_001987,2021-02-14 11:00:00,SUB_PERMIAN_07,BASE_CASE,346.17,256.65,59.981,75.6,ACTIVE,
TEL_001988,2021-02-14 11:00:00,SUB_PER_08,BASE_CASE,230.38,117.31,59.93,61.9,ACTIVE,
TEL_001989,2021-02-14 11:00:00,SUB_GUL_09,BASE_CASE,68.39,221.63,60.059,62.6,ACTIVE,
TEL_001990,2021-02-14 11:00:00,SUB_GUL_10,BASE_CASE,232.45,190.14,60.018,79.3,ACTIVE,
TEL_001991,2021-02-14 11:00:00,SUB_GUL_11,BASE_CASE,69.85,128.17,59.995,76.7,ACTIVE,
TEL_001992,2021-02-14 11:00:00,SUB_GUL_12,BASE_CASE,348.91,101.03,60.061,62.3,ACTIVE,
TEL_001993,2021-02-14 11:00:00,SUB_GUL_13,BASE_CASE,226.92,93.11,60.079,68.1,ACTIVE,
TEL_001994,2021-02-14 11:00:00,SUB_GUL_14,BASE_CASE,345.16,62.29,59.965,76.6,ACTIVE,
TEL_001995,2021-02-14 11:00:00,SUB_PAN_15,BASE_CASE,135.89,177.2,59.977,69.4,ACTIVE,
TEL_001996,2021-02-14 11:00:00,SUB_PAN_16,BASE_CASE,228.27,169.36,60.077,73.3,ACTIVE,
TEL_001997,2021-02-14 11:00:00,SUB_PAN_17,BASE_CASE,351.28,283.76,60.042,80.8,ACTIVE,
TEL_001998,2021-02-14 11:00:00,SUB_PAN_18,BASE_CASE,345.83,259.45,60.037,79.7,ACTIVE,
TEL_001999,2021-02-14 11:00:00,SUB_PAN_19,BASE_CASE,344.11,183.72,59.973,60.6,ACTIVE,
TEL_002000,2021-02-14 11:00:00,SUB_PAN_20,BASE_CASE,231.56,174.13,60.012,65.3,ACTIVE,
TEL_002001,2021-02-14 11:00:00,SUB_NOR_21,BASE_CASE,234.04,292.43,60.05,64.5,ACTIVE,
TEL_002002,2021-02-14 11:00:00,SUB_NOR_22,BASE_CASE,68.84,52.94,59.962,60.1,ACTIVE,
TEL_002003,2021-02-14 11:00:00,SUB_NOR_23,BASE_CASE,497.38,69.91,60.021,83.0,ACTIVE,
TEL_002004,2021-02-14 11:00:00,SUB_NOR_24,BASE_CASE,136.76,58.13,60.039,61.1,ACTIVE,
TEL_002005,2021-02-14 11:00:00,SUB_NOR_25,BASE_CASE,502.51,123.93,60.073,80.6,ACTIVE,
TEL_002006,2021-02-14 11:00:00,SUB_NOR_26,BASE_CASE,234.57,289.35,59.995,72.3,ACTIVE,
TEL_002007,2021-02-14 11:00:00,SUB_SOU_27,BASE_CASE,348.46,285.26,59.906,61.0,ACTIVE,
TEL_002008,2021-02-14 11:00:00,SUB_SOU_28,BASE_CASE,340.21,286.49,59.926,81.8,ACTIVE,
TEL_002009,2021-02-14 11:00:00,SUB_SOU_29,BASE_CASE,506.92,141.14,59.912,75.9,ACTIVE,
TEL_002010,2021-02-14 11:00:00,SUB_SOU_30,BASE_CASE,230.41,81.56,60.023,64.9,ACTIVE,
TEL_002011,2021-02-14 11:00:00,SUB_SOU_31,BASE_CASE,233.1,57.94,60.042,67.9,ACTIVE,
TEL_002012,2021-02-14 11:00:00,SUB_SOU_32,BASE_CASE,69.24,300.99,60.088,72.9,ACTIVE,
TEL_002013,2021-02-14 11:00:00,SUB_EAS_33,BASE_CASE,233.11,155.91,60.065,61.6,ACTIVE,
TEL_002014,2021-02-14 11:00:00,SUB_EAS_34,BASE_CASE,504.58,160.79,59.955,71.1,ACTIVE,
TEL_002015,2021-02-14 11:00:00,SUB_EAS_35,BASE_CASE,69.02,93.15,60.068,78.7,ACTIVE,
TEL_002016,2021-02-14 11:00:00,SUB_EAS_36,BASE_CASE,68.38,49.29,60.014,68.5,ACTIVE,
TEL_002017,2021-02-14 11:00:00,SUB_EAS_37,BASE_CASE,230.61,222.42,59.918,62.9,ACTIVE,
TEL_002018,2021-02-14 11:00:00,SUB_EAS_38,BASE_CASE,136.26,236.62,60.053,84.1,ACTIVE,
TEL_002019,2021-02-14 11:00:00,SUB_WES_39,BASE_CASE,494.35,240.98,60.045,62.0,ACTIVE,
TEL_002020,2021-02-14 11:00:00,SUB_WES_40,BASE_CASE,139.86,114.86,59.938,82.5,ACTIVE,
TEL_002021,2021-02-14 11:00:00,SUB_WES_41,BASE_CASE,67.99,217.61,59.936,77.6,ACTIVE,
TEL_002022,2021-02-14 11:00:00,SUB_WES_42,BASE_CASE,342.45,80.44,60.077,64.7,ACTIVE,
TEL_002023,2021-02-14 11:00:00,SUB_WES_43,BASE_CASE,342.17,98.0,59.998,66.6,ACTIVE,
TEL_002024,2021-02-14 11:00:00,SUB_WES_44,BASE_CASE,496.98,200.2,60.026,71.2,ACTIVE,
TEL_002025,2021-02-14 11:00:00,SUB_WES_45,BASE_CASE,490.73,275.2,60.008,69.6,ACTIVE,
TEL_002026,2021-02-14 11:15:00,SUB_PER_01,BASE_CASE,69.56,99.52,60.059,80.3,ACTIVE,
TEL_002027,2021-02-14 11:15:00,SUB_PER_02,BASE_CASE,69.55,101.94,60.059,80.7,ACTIVE,
TEL_002028,2021-02-14 11:15:00,SUB_PER_03,BASE_CASE,505.47,69.17,59.906,71.7,ACTIVE,
TEL_002029,2021-02-14 11:15:00,SUB_PER_04,BASE_CASE,138.87,73.88,60.017,63.5,ACTIVE,
TEL_002030,2021-02-14 11:15:00,SUB_PER_05,BASE_CASE,228.88,145.6,60.04,60.8,ACTIVE,
TEL_002031,2021-02-14 11:15:00,SUB_PER_06,BASE_CASE,233.4,186.96,59.967,70.5,ACTIVE,
TEL_002032,2021-02-14 11:15:00,SUB_PERMIAN_07,BASE_CASE,339.48,229.49,59.993,67.7,ACTIVE,
TEL_002033,2021-02-14 11:15:00,SUB_PER_08,BASE_CASE,225.6,102.51,60.015,71.4,ACTIVE,
TEL_002034,2021-02-14 11:15:00,SUB_GUL_09,BASE_CASE,68.72,169.35,59.975,66.3,ACTIVE,
TEL_002035,2021-02-14 11:15:00,SUB_GUL_10,BASE_CASE,231.64,129.1,60.075,84.3,ACTIVE,
TEL_002036,2021-02-14 11:15:00,SUB_GUL_11,BASE_CASE,70.11,241.13,60.055,70.5,ACTIVE,
TEL_002037,2021-02-14 11:15:00,SUB_GUL_12,BASE_CASE,343.63,261.29,60.084,72.8,ACTIVE,
TEL_002038,2021-02-14 11:15:00,SUB_GUL_13,BASE_CASE,234.28,295.71,60.094,65.0,ACTIVE,
TEL_002039,2021-02-14 11:15:00,SUB_GUL_14,BASE_CASE,339.89,230.02,60.094,84.0,ACTIVE,
TEL_002040,2021-02-14 11:15:00,SUB_PAN_15,BASE_CASE,139.47,135.0,59.933,71.5,ACTIVE,
TEL_002041,2021-02-14 11:15:00,SUB_PAN_16,BASE_CASE,226.76,54.06,59.916,67.5,ACTIVE,
TEL_002042,2021-02-14 11:15:00,SUB_PAN_17,BASE_CASE,340.91,100.11,60.037,66.1,ACTIVE,
TEL_002043,2021-02-14 11:15:00,SUB_PAN_18,BASE_CASE,343.26,260.23,59.994,68.6,ACTIVE,
TEL_002044,2021-02-14 11:15:00,SUB_PAN_19,BASE_CASE,347.74,240.0,60.066,76.7,ACTIVE,
TEL_002045,2021-02-14 11:15:00,SUB_PAN_20,BASE_CASE,232.42,208.24,60.053,63.2,ACTIVE,
TEL_002046,2021-02-14 11:15:00,SUB_NOR_21,BASE_CASE,232.51,90.02,60.046,80.5,ACTIVE,
TEL_002047,2021-02-14 11:15:00,SUB_NOR_22,BASE_CASE,68.71,142.77,60.048,72.2,ACTIVE,
TEL_002048,2021-02-14 11:15:00,SUB_NOR_23,BASE_CASE,494.43,200.87,59.974,79.2,ACTIVE,
TEL_002049,2021-02-14 11:15:00,SUB_NOR_24,BASE_CASE,139.78,137.95,60.083,78.8,ACTIVE,
TEL_002050,2021-02-14 11:15:00,SUB_NOR_25,BASE_CASE,492.76,198.2,59.987,65.3,ACTIVE,
TEL_002051,2021-02-14 11:15:00,SUB_NOR_26,BASE_CASE,231.42,132.89,59.977,67.1,ACTIVE,
TEL_002052,2021-02-14 11:15:00,SUB_SOU_27,BASE_CASE,338.58,278.73,59.933,70.5,ACTIVE,
TEL_002053,2021-02-14 11:15:00,SUB_SOU_28,BASE_CASE,349.61,219.04,60.037,62.1,ACTIVE,
TEL_002054,2021-02-14 11:15:00,SUB_SOU_29,BASE_CASE,507.25,79.93,59.964,60.3,ACTIVE,
TEL_002055,2021-02-14 11:15:00,SUB_SOU_30,BASE_CASE,228.93,191.92,60.092,72.2,ACTIVE,
TEL_002056,2021-02-14 11:15:00,SUB_SOU_31,BASE_CASE,232.5,144.5,60.027,66.5,ACTIVE,
TEL_002057,2021-02-14 11:15:00,SUB_SOU_32,BASE_CASE,69.83,198.91,59.995,69.3,ACTIVE,
TEL_002058,2021-02-14 11:15:00,SUB_EAS_33,BASE_CASE,230.32,130.15,60.096,79.6,ACTIVE,
TEL_002059,2021-02-14 11:15:00,SUB_EAS_34,BASE_CASE,497.67,189.32,59.967,63.8,ACTIVE,
TEL_002060,2021-02-14 11:15:00,SUB_EAS_35,BASE_CASE,69.25,266.4,60.046,80.3,ACTIVE,
